,route_id,date,mean_delay,sd_delay,n_trains,weekday,is_weekend
0,AKN_AKN A1→Eidelstedt,2025-11-03,1.3714285714285714,2.8571325796320814,140,0,False
1,AKN_AKN A1→Eidelstedt,2025-11-04,0.7194244604316546,1.000208507091507,139,1,False
2,AKN_AKN A1→Eidelstedt,2025-11-05,0.6928571428571428,0.9883961907073132,140,2,False
3,AKN_AKN A1→Eidelstedt,2025-11-06,0.5214285714285715,0.8688689177891581,140,3,False
4,AKN_AKN A1→Eidelstedt,2025-11-07,0.8913043478260869,1.2882669998492806,138,4,False
5,AKN_AKN A1→Eidelstedt,2025-11-08,0.8255813953488372,1.1701368493633686,86,5,True
6,AKN_AKN A1→Eidelstedt,2025-11-09,0.788235294117647,0.7574097093298414,85,6,True
7,AKN_AKN A1→Eidelstedt,2025-11-10,1.1134751773049645,2.942526122184232,141,0,False
8,AKN_AKN A1→Eidelstedt,2025-11-11,0.85,1.1437977886387802,140,1,False
9,AKN_AKN A1→Eidelstedt,2025-11-12,0.7142857142857143,1.0056367343733368,140,2,False
10,AKN_AKN A1→Eidelstedt,2025-11-13,1.1714285714285715,1.4834475553714437,140,3,False
11,AKN_AKN A1→Eidelstedt,2025-11-14,2.0714285714285716,2.134481748104385,140,4,False
12,AKN_AKN A1→Eidelstedt,2025-11-15,0.9302325581395349,1.774265035407245,86,5,True
13,AKN_AKN A1→Eidelstedt,2025-11-16,0.4880952380952381,0.7837821128725627,84,6,True
14,AKN_AKN A1→Eidelstedt,2025-11-17,2.234042553191489,2.6258013684869086,141,0,False
15,AKN_AKN A1→Eidelstedt,2025-11-18,1.7,3.7640862534938027,140,1,False
16,AKN_AKN A1→Eidelstedt,2025-11-19,0.5785714285714286,0.7687030761755058,140,2,False
17,AKN_AKN A1→Eidelstedt,2025-11-20,0.5785714285714286,0.9601248205937843,140,3,False
18,AKN_AKN A1→Eidelstedt,2025-11-21,2.3857142857142857,3.798117129674874,140,4,False
19,AKN_AKN A1→Eidelstedt,2025-11-22,1.244186046511628,3.7727694509054444,86,5,True
20,AKN_AKN A1→Eidelstedt,2025-11-23,1.901639344262295,11.479989718393751,61,6,True
21,AKN_AKN A1→Eidelstedt,2025-11-24,0.7518796992481203,1.2697292424192077,133,0,False
22,AKN_AKN A1→Eidelstedt,2025-11-25,4.02020202020202,5.2991716680000716,99,1,False
23,AKN_AKN A1→Eidelstedt,2025-11-26,0.5819672131147541,0.7696748689380561,122,2,False
24,AKN_AKN A1→Eidelstedt,2025-11-27,3.6861313868613137,6.532443719864627,137,3,False
25,AKN_AKN A1→Eidelstedt,2025-11-28,0.8384615384615385,1.2059532313417718,130,4,False
26,AKN_AKN A1→Eidelstedt,2025-11-29,1.4651162790697674,4.806117852263875,86,5,True
27,AKN_AKN A1→Eidelstedt,2025-11-30,0.7529411764705882,0.5957364860274328,85,6,True
28,AKN_AKN A1→Eidelstedt,2025-12-01,3.476923076923077,5.096305676117219,130,0,False
29,AKN_AKN A1→Eidelstedt,2025-12-02,0.9571428571428572,1.155975582696425,140,1,False
30,AKN_AKN A1→Eidelstedt,2025-12-03,1.2971014492753623,2.8907337999272227,138,2,False
31,AKN_AKN A1→Eidelstedt,2025-12-04,3.8076923076923075,9.210792585854398,130,3,False
32,AKN_AKN A1→Eidelstedt,2025-12-05,1.6893939393939394,3.3773664607263636,132,4,False
33,AKN_AKN A1→Eidelstedt,2025-12-06,1.0465116279069768,1.637120691545596,86,5,True
34,AKN_AKN A1→Eidelstedt,2025-12-07,0.6823529411764706,0.7592566023652967,85,6,True
35,AKN_AKN A1→Eidelstedt,2025-12-08,0.9214285714285714,1.4246941216222502,140,0,False
36,AKN_AKN A1→Eidelstedt,2025-12-09,0.7205882352941176,1.1001089270686435,136,1,False
37,AKN_AKN A1→Eidelstedt,2025-12-10,0.8676470588235294,1.6275809066965419,136,2,False
38,AKN_AKN A1→Eidelstedt,2025-12-11,1.5,2.504050772302804,112,3,False
39,AKN_AKN A1→Eidelstedt,2025-12-12,1.1571428571428573,2.6963109051870533,140,4,False
40,AKN_AKN A1→Eidelstedt,2025-12-13,0.6511627906976745,1.19575171395349,86,5,True
41,AKN_AKN A1→Eidelstedt,2025-12-14,0.0,0.0,80,6,True
42,AKN_AKN A1→Eidelstedt,2025-12-15,0.8796992481203008,0.9457848591366631,133,0,False
43,AKN_AKN A1→Eidelstedt,2025-12-16,1.0534351145038168,1.3261452356895536,131,1,False
44,AKN_AKN A1→Eidelstedt,2025-12-17,8.338709677419354,28.281939163967827,124,2,False
45,AKN_AKN A1→Eidelstedt,2025-12-18,0.9391304347826087,1.0112260798614296,115,3,False
46,AKN_AKN A1→Eidelstedt,2025-12-19,0.9065420560747663,1.0862147384933887,107,4,False
47,AKN_AKN A1→Eidelstedt,2025-12-20,0.0392156862745098,0.1960392117639214,51,5,True
48,AKN_AKN A1→Eidelstedt,2025-12-21,0.0,0.0,47,6,True
49,AKN_AKN A1→Eidelstedt,2025-12-22,1.1696428571428572,1.8545701663540533,112,0,False
50,AKN_AKN A1→Eidelstedt,2025-12-23,0.8849557522123894,1.099936787058535,113,1,False
51,AKN_AKN A1→Eidelstedt,2025-12-24,0.7058823529411765,1.1528797216800475,85,2,False
52,AKN_AKN A1→Eidelstedt,2025-12-25,0.45977011494252873,0.6612988927921519,87,3,False
53,AKN_AKN A1→Eidelstedt,2025-12-26,0.5977011494252874,0.9333581544795905,87,4,False
54,AKN_AKN A1→Eidelstedt,2025-12-27,0.5238095238095238,0.5906131279409188,84,5,True
